Date,ABC,AESANDES,AGUAS-A,ALMENDRAL,ANDINA-B,AQUACHILE,BANVIDA,BESALCO,BICECORP,BLUMAR,BOLSASTGO,BSANTANDER,CAMANCHACA,CAMPOS,CAP,CAROZZI,CASABLANCA,CCU,CEMENTOS,CENCOSUD,CGE,CIC,CINTAC,CMPC,COLBUN,CONCHATORO,COPEC,COPEVAL,COVADONGA,CRUZADOS,CUPRUM,EDELMAG,ELECMETAL,EMBONOR-B,EMILIANA,ENAEX,ENELAM,ENELCHILE,ENELGXCH,ENJOY,ENLASA,ENTEL,FALABELLA,FEPASA,FORUS,FOSFOROS,GASCO,GRANADILLA,HABITAT,HIPERMARC,HITES,IAM,IANSA,ILC,INDISA,INFODEMA,INGEVEC,INVERCAP,INVERNOVA,IPAL,LIPIGAS,LTM,MALLPLAZA,MANQUEHUE,MARINSA,MASISA,MELON,MOLLER,MOLYMET,NAVARINO,NIBSA,NITRATOS,NTGCLGAS,NUTRAVALOR,OXIQUIM,PARAUCO,PAZ,PEHUENCHE,PLANVITAL,POLPAICO,PROVIDA,PUNTILLA,QUEMCHI,QUILICURA,QUINENCO,RIPLEY,SALFACORP,SALMOCAM,SCHWAGER,SECURITY,SIEMEL,SIXTERRA,SK,SMU,SOCOVESA,SONDA,SOPROCAL,SOQUICOM,SQM-B,VAPORES
2019-12-02,,162.3843536376953,231.1259307861328,21.07297134399414,1541.198974609375,466.98211669921875,163.1773681640625,371.8059997558594,9821.029296875,224.96812438964844,1741.7928466796875,33.91470718383789,53.53137969970703,28.042953491210938,3457.047607421875,1171.1292724609375,590.9716186523438,5658.6083984375,577.81103515625,846.3827514648438,699.2694091796875,9.398509979248047,293.08721923828125,1744.6026611328125,126.50566101074219,1184.27490234375,6798.53515625,772.3567504882812,214.50155639648438,159.14341735839844,21.553354263305664,3592.259033203125,12408.7822265625,859.7828979492188,29.624448776245117,7349.59814453125,159.9813995361328,57.10833740234375,254.1679229736328,15.019936561584473,704.4974365234375,2857.80322265625,3121.04443359375,3.696110725402832,791.5355224609375,1004.163818359375,1152.7113037109375,27000.0,300.4613342285156,3.5999999046325684,150.33706665039062,540.303466796875,8.73198127746582,5840.595703125,1478.6048583984375,3.950000047683716,63.829952239990234,1890.5953369140625,5.156643867492676,1057.389404296875,2710.6318359375,478.5418701171875,1498.8697509765625,132.21917724609375,28.64588737487793,35.034629821777344,0.4053526818752289,810.3886108398438,8304.6572265625,521.20751953125,3253.108154296875,1.0589185953140259,,149.9597625732422,2998.05322265625,1707.88671875,534.4387817382812,969.5819091796875,34.927947998046875,7236.74560546875,702.4371948242188,2000.0,296.2942199707031,405.33935546875,833.4271240234375,259.50604248046875,365.59747314453125,5049.6982421875,0.3304491937160492,142.77996826171875,364.7161865234375,192.29998779296875,978.4598388671875,95.174560546875,212.39010620117188,558.81787109375,263.53338623046875,135.58108520507812,17902.439453125,24.730867385864258
2019-12-09,,165.3287353515625,247.692138671875,21.686906814575195,1616.193115234375,466.98211669921875,156.2128448486328,386.9161682128906,9821.029296875,244.9652862548828,1741.7928466796875,34.369476318359375,59.99034118652344,28.042953491210938,3757.71728515625,1171.1292724609375,590.9716186523438,5766.98095703125,560.615966796875,796.4118041992188,699.2694091796875,9.398509979248047,301.3431701660156,1868.3074951171875,127.88441467285156,1170.4312744140625,7197.4482421875,772.3567504882812,214.50155639648438,159.14341735839844,21.094776153564453,3592.259033203125,12408.7822265625,916.6593627929688,29.624448776245117,7322.5087890625,168.9803466796875,59.37602233886719,265.4657897949219,15.261527061462402,704.4974365234375,2833.67529296875,3308.210693359375,3.696110725402832,780.0430297851562,1004.163818359375,1135.1572265625,27000.0,306.801513671875,3.5999999046325684,155.7444305419922,571.661865234375,8.73198127746582,6197.88623046875,1487.7108154296875,3.950000047683716,63.829952239990234,2015.3388671875,5.156643867492676,1057.389404296875,3012.929443359375,484.9521789550781,1480.365234375,130.17291259765625,28.64588737487793,34.06505584716797,0.4053526818752289,810.3886108398438,8198.6748046875,521.20751953125,3253.108154296875,1.0589185953140259,,149.9597625732422,2557.19873046875,1664.88720703125,523.0971069335938,961.6626586914062,34.927947998046875,7236.74560546875,702.4371948242188,2000.0,296.2942199707031,405.33935546875,848.173095703125,257.27459716796875,357.5662841796875,5226.880859375,0.3304491937160492,143.16493225097656,310.0087890625,192.29998779296875,990.71630859375,96.97516632080078,219.2721405029297,549.1273803710938,263.53338623046875,135.58108520507812,19056.177734375,25.4692440032959
2019-12-16,,162.3843536376953,239.5547332763672,23.893766403198242,1519.86376953125,466.98211669921875,155.8743896484375,370.3299560546875,9783.458984375,253.15411376953125,1741.7928466796875,33.92241668701172,62.1099967956543,28.042953491210938,3790.398193359375,1171.1292724609375,590.9716186523438,5658.6083984375,561.1260375976562,772.9957275390625,699.2694091796875,9.398509979248047,305.4711608886719,1778.66650390625,119.78656005859375,1131.09619140625,6651.56640625,772.3567504882812,214.50155639648438,159.14341735839844,21.094776153564453,3592.259033203125,12408.7822265625,894.3699340820312,29.624448776245117,7464.458984375,165.98068237304688,58.650028228759766,259.0059814453125,15.047548294067383,704.4974365234375,2962.35693359375,3082.453369140625,3.696110725402832,751.8385009765625,1004.163818359375,1138.0830078125,27000.0,291.7915344238281,3.5999999046325684,158.89572143554688,557.9490356445312,8.73198127746582,6161.4287109375,1523.7742919921875,3.950000047683716,63.829952239990234,1997.8453369140625,5.156643867492676,1057.389404296875,2901.769775390625,490.52630615234375,1493.3182373046875,129.12542724609375,28.64588737487793,32.225860595703125,0.4053526818752289,810.3886108398438,8029.80322265625,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1700.44091796875,519.3443603515625,958.0629272460938,34.927947998046875,7236.74560546875,702.4634399414062,2000.0,296.2942199707031,405.33935546875,833.7022094726562,245.02342224121094,355.7261047363281,5430.64013671875,0.33976927399635315,142.08006286621094,310.0087890625,192.29998779296875,994.7303466796875,96.85941314697266,215.58238220214844,518.44091796875,263.53338623046875,135.58108520507812,18827.544921875,25.515975952148438
2019-12-23,,158.54385375976562,234.5061798095703,23.506591796875,1541.342041015625,466.98211669921875,155.56198120117188,355.883544921875,9783.458984375,263.88262939453125,1752.8577880859375,33.290367126464844,62.45994567871094,28.042953491210938,3712.5517578125,1171.1292724609375,590.9716186523438,5699.51953125,561.1260375976562,776.8917846679688,699.2694091796875,9.398509979248047,309.5991516113281,1768.19287109375,119.33696746826172,1177.521728515625,6848.5244140625,772.3567504882812,214.50155639648438,159.14341735839844,22.431259155273438,3592.259033203125,12408.7822265625,922.109375,29.624448776245117,7500.4482421875,164.9807891845703,57.99745559692383,252.80508422851562,15.116573333740234,704.4974365234375,2878.713623046875,3149.9873046875,3.696110725402832,735.1310424804688,1004.163818359375,1146.767333984375,27000.0,287.51971435546875,3.5999999046325684,160.1038360595703,563.038818359375,8.73198127746582,5869.7626953125,1523.68408203125,2.0,63.087745666503906,2018.4339599609375,5.156643867492676,1057.389404296875,2904.56396484375,423.6363830566406,1444.28125,123.91233825683594,28.64588737487793,32.88557434082031,0.4053526818752289,787.0676879882812,7906.42236328125,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1721.8477783203125,518.5634765625,958.0629272460938,34.927947998046875,7236.74560546875,702.4634399414062,2000.0,296.2942199707031,405.33935546875,844.871826171875,244.294189453125,333.8002624511719,5480.1630859375,0.33976927399635315,135.34002685546875,310.0087890625,192.29998779296875,984.68310546875,92.60227966308594,211.3536376953125,515.8648681640625,263.53338623046875,135.58108520507812,18945.6640625,25.487934112548828
2019-12-30,,161.59654235839844,236.0360565185547,23.506591796875,1547.6925048828125,466.98211669921875,155.56198120117188,376.9679260253906,9783.458984375,274.86102294921875,1752.8577880859375,34.901309967041016,64.98953247070312,28.042953491210938,3791.8369140625,1171.1292724609375,590.9716186523438,5847.91064453125,566.7938842773438,808.045654296875,468.1831970214844,9.398509979248047,309.5991516113281,1811.6922607421875,130.63720703125,1222.4404296875,7188.45068359375,772.3567504882812,214.50155639648438,159.14341735839844,22.431259155273438,3643.53857421875,12068.8193359375,922.3189086914062,29.624448776245117,7298.416015625,169.98020935058594,60.363037109375,257.3705749511719,14.253754615783691,704.4974365234375,2948.95263671875,3231.993408203125,3.696110725402832,755.3135375976562,1004.163818359375,1152.6632080078125,27000.0,296.1068420410156,3.5999999046325684,153.27728271484375,564.0375366210938,8.73198127746582,6082.67919921875,1600.319091796875,2.0,63.087745666503906,2015.271728515625,5.156643867492676,1057.389404296875,2904.56396484375,435.3309631347656,1471.1129150390625,125.67440795898438,28.64588737487793,32.12590408325195,0.4053526818752289,768.19970703125,7905.52197265625,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1767.453369140625,517.0548095703125,958.0629272460938,34.927947998046875,7236.74560546875,698.512939453125,2000.0,296.2942199707031,405.33935546875,847.1275634765625,262.2115173339844,379.7260437011719,5758.42822265625,0.3736615478992462,136.47386169433594,310.0087890625,192.29998779296875,993.7805786132812,97.1488037109375,207.26588439941406,530.9174194335938,264.0213928222656,131.47256469726562,18905.982421875,25.413164138793945
2020-01-06,,161.9904327392578,246.4536895751953,23.506591796875,1569.0989990234375,466.98211669921875,151.04481506347656,379.0641174316406,9783.458984375,276.9507141113281,1752.8577880859375,35.988128662109375,68.99889373779297,28.042953491210938,3712.6171875,1171.1292724609375,590.9716186523438,6098.251953125,566.7938842773438,818.196044921875,453.8522644042969,9.398509979248047,309.5991516113281,1962.66650390625,128.78880310058594,1260.9456787109375,7588.36474609375,772.3567504882812,214.50155639648438,159.14341735839844,22.431259155273438,3643.53857421875,12068.8193359375,929.236328125,29.624448776245117,7500.4482421875,172.3799285888672,62.72862243652344,262.9309387207031,13.749869346618652,704.4974365234375,3082.459228515625,3442.4169921875,3.696110725402832,770.2166748046875,1004.163818359375,1152.6632080078125,27000.0,293.9295654296875,3.5999999046325684,142.0767822265625,578.5424194335938,8.73198127746582,5973.8154296875,1600.319091796875,2.0,61.38067626953125,1976.65087890625,5.156643867492676,1057.389404296875,2977.02197265625,414.444580078125,1540.1348876953125,125.04915618896484,28.64588737487793,31.326257705688477,0.4053526818752289,726.4632568359375,7907.72216796875,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1860.43310546875,516.81982421875,969.138671875,34.927947998046875,7236.74560546875,698.512939453125,2000.0,296.2942199707031,405.33935546875,861.1034545898438,304.0915832519531,392.2016906738281,5758.42822265625,0.36603590846061707,128.8729248046875,310.0087890625,192.29998779296875,997.2296142578125,94.49290466308594,207.29075622558594,561.240478515625,264.0213928222656,130.65084838867188,19951.548828125,25.693561553955078
2020-01-13,,155.0972442626953,234.06912231445312,24.087345123291016,1603.349609375,466.98211669921875,149.70399475097656,372.0767517089844,9783.458984375,275.720947265625,1770.53515625,33.60639190673828,68.47897338867188,28.042953491210938,3536.13671875,1171.1292724609375,590.9716186523438,5824.61181640625,566.7938842773438,825.30126953125,443.65875244140625,9.398509979248047,309.5991516113281,1959.8355712890625,127.7696762084961,1201.6220703125,7797.3203125,772.3567504882812,214.50155639648438,159.14341735839844,21.943626403808594,3643.53857421875,12068.8193359375,922.3189086914062,29.624448776245117,7500.4482421875,170.9700927734375,62.89176559448242,262.34490966796875,13.749869346618652,704.4974365234375,2922.143798828125,3151.5087890625,3.696110725402832,784.9861450195312,1004.163818359375,1151.4840087890625,27000.0,292.3880615234375,3.5999999046325684,143.54689025878906,562.0056762695312,8.73198127746582,5763.3056640625,1640.890625,2.0,61.38067626953125,1944.48974609375,5.156643867492676,1057.389404296875,2920.554443359375,391.5849304199219,1471.2052001953125,118.65052032470703,28.64588737487793,30.56658935546875,0.4053526818752289,703.7366333007812,7907.72216796875,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1727.4320068359375,501.1263732910156,969.138671875,34.927947998046875,7236.74560546875,698.512939453125,2000.0,296.2942199707031,405.33935546875,825.3386840820312,319.3253173828125,370.7591857910156,5776.146484375,0.36434152722358704,137.88064575195312,310.0087890625,192.29998779296875,1011.7257080078125,95.1938705444336,207.29075622558594,528.6885375976562,264.0213928222656,130.65084838867188,21947.625,24.478511810302734
2020-01-20,,144.1665496826172,228.50347900390625,23.72230339050293,1516.2960205078125,466.98211669921875,142.817626953125,358.8008117675781,9862.5146484375,264.6724853515625,1770.53515625,32.04939651489258,68.45897674560547,28.042953491210938,3398.874267578125,1171.1292724609375,590.9716186523438,5497.18359375,566.7938842773438,803.6731567382812,443.65875244140625,9.398509979248047,309.5991516113281,1821.128173828125,120.09629821777344,1211.015625,7298.4267578125,772.3567504882812,214.50155639648438,159.14341735839844,21.943626403808594,3643.53857421875,9483.498046875,906.1085205078125,29.624448776245117,7500.4482421875,157.77162170410156,62.483909606933594,244.98927307128906,13.542793273925781,704.4974365234375,2884.611572265625,3093.424072265625,3.696110725402832,750.9697265625,1004.163818359375,1143.819091796875,27000.0,274.334228515625,3.5999999046325684,143.54689025878906,523.4569702148438,8.73198127746582,5213.80615234375,1676.9542236328125,2.0,62.34553909301758,1963.9339599609375,5.156643867492676,1057.389404296875,2967.027587890625,374.02630615234375,1343.2464599609375,110.4005355834961,28.64588737487793,30.126781463623047,0.4053526818752289,660.0219116210938,7907.72216796875,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1675.311279296875,498.85198974609375,989.2518310546875,34.927947998046875,7236.74560546875,698.512939453125,2000.0,296.2942199707031,405.33935546875,778.569580078125,284.47509765625,337.2310485839844,5722.63720703125,0.36434152722358704,131.93148803710938,310.0087890625,192.29998779296875,988.6119995117188,91.30970764160156,194.8533172607422,492.64801025390625,264.0213928222656,133.9376678466797,20811.626953125,24.44112777709961
2020-01-27,,146.62843322753906,223.29330444335938,23.755489349365234,1507.9334716796875,466.98211669921875,142.817626953125,345.3763122558594,10175.611328125,263.00274658203125,1770.53515625,30.515531539916992,66.75924682617188,28.042953491210938,3111.277587890625,1171.1292724609375,590.9716186523438,5523.609375,566.7938842773438,772.9879150390625,429.1550598144531,9.398509979248047,311.2503356933594,1731.4871826171875,116.39949035644531,1216.770263671875,7138.46142578125,772.3567504882812,214.50155639648438,159.14341735839844,21.943626403808594,3643.53857421875,9483.498046875,906.1085205078125,29.624448776245117,7500.748046875,157.68313598632812,61.91289520263672,246.821533203125,13.190763473510742,704.4974365234375,2814.908935546875,3044.842041015625,3.696110725402832,733.8612060546875,1004.163818359375,1143.819091796875,27000.0,261.2707214355469,3.5999999046325684,143.54689025878906,531.0438232421875,8.73198127746582,5349.826171875,1652.4310302734375,2.0,62.34553909301758,1927.9376220703125,5.156643867492676,1057.389404296875,2998.259521484375,370.5703430175781,1332.4212646484375,108.01323699951172,28.64588737487793,29.64699363708496,0.4053526818752289,625.0537719726562,7907.72216796875,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1703.2330322265625,498.85198974609375,989.2518310546875,34.927947998046875,7236.74560546875,698.512939453125,2000.0,296.2942199707031,405.33935546875,759.0365600585938,272.30413818359375,324.0458984375,5740.70947265625,0.3329907953739166,126.72423553466797,300.8908996582031,192.29998779296875,996.8895874023438,89.32261657714844,194.8533172607422,499.8271179199219,264.0213928222656,133.9376678466797,20579.072265625,23.525169372558594
2020-02-03,,142.5220489501953,235.50001525878906,24.214555740356445,1487.08154296875,466.98211669921875,142.4921417236328,345.7868957519531,10175.611328125,263.00274658203125,1770.53515625,31.22465705871582,65.49945831298828,28.042953491210938,3078.595703125,1171.1292724609375,590.9716186523438,5746.4296875,566.72314453125,808.1237182617188,416.38812255859375,9.398509979248047,311.2503356933594,1792.8204345703125,118.89734649658203,1176.23388671875,7498.38427734375,772.3567504882812,214.50155639648438,159.14341735839844,21.943626403808594,3643.53857421875,9483.498046875,876.9017333984375,29.624448776245117,7597.51318359375,156.68324279785156,64.08161163330078,239.96536254882812,12.604046821594238,704.4974365234375,2723.760009765625,3078.684814453125,3.696110725402832,741.8138427734375,1004.163818359375,1137.923095703125,27000.0,272.7192077636719,3.5999999046325684,132.76123046875,542.0753173828125,8.73198127746582,5203.32666015625,1628.538818359375,2.0,62.34553909301758,1930.7637939453125,5.156643867492676,1057.389404296875,2935.795654296875,406.74664306640625,1350.8331298828125,106.4298324584961,28.64588737487793,28.087677001953125,0.4053526818752289,625.0537719726562,7768.04443359375,521.20751953125,3253.108154296875,1.0598833560943604,,149.9597625732422,2557.19873046875,1759.0767822265625,488.9962463378906,989.2518310546875,34.927947998046875,7236.74560546875,693.7777099609375,2000.0,296.2942199707031,405.33935546875,759.3667602539062,252.89913940429688,337.73785400390625,5669.8369140625,0.3329907953739166,126.68921661376953,300.8908996582031,192.29998779296875,994.2705078125,89.5026626586914,194.7703857421875,478.6210632324219,264.0213928222656,133.9376678466797,21500.9765625,23.712100982666016
